sentence,label,id,token_count,char_count,avg_word_len,dep_depth,num_clauses,passive_voice_count,negation_count,hedge_count,num_financial_terms,num_entities,entity_density,flesch_reading_ease,flesch_kincaid_grade,complexity_score
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral,1931,18,96,5.357,4,0,2,0,0,0,1,0.0556,47.83,10.56,0.1238604829743093
"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",neutral,1932,23,90,4.133,3,0,0,0,0,0,5,0.2174,79.56,6.14,0.1031601143224508
"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",neutral,1933,31,159,4.63,6,1,2,0,0,0,0,0.0,47.83,13.3,0.20451802341110117
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,neutral,1934,17,87,4.857,7,1,0,0,0,0,1,0.0588,41.55,10.94,0.17099267743117672
"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .",neutral,1935,31,171,5.037,8,0,2,0,0,0,8,0.2581,38.43,14.61,0.19666796331494737
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",neutral,1936,36,186,5.591,6,0,0,0,0,0,7,0.1944,55.35,7.86,0.15691627922505466
Electricity consumption grows with higher frequencies .,neutral,1937,7,55,8.0,3,0,0,0,0,0,0,0.0,-10.75,16.25,0.12700262280113297
Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,neutral,1938,24,137,5.19,10,1,0,0,0,0,5,0.2083,36.36,13.9,0.21984836591259194
"Elsewhere , the tendency is towards more developed packaging than before .",neutral,1939,12,74,6.1,4,0,0,0,0,0,0,0.0,35.95,10.73,0.11315488502534288
"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",neutral,1940,24,139,5.4,5,0,3,0,0,0,4,0.1667,46.07,12.3,0.15133875052797655
Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,neutral,1941,32,222,5.933,7,0,0,0,0,0,4,0.125,6.17,20.1,0.22198084765081497
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",neutral,1942,35,174,4.793,7,1,0,0,0,0,7,0.2,29.03,15.92,0.23289462752807596
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,neutral,1943,22,114,5.056,6,0,2,0,0,0,2,0.0909,45.26,11.17,0.1477423955848738
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",neutral,1944,36,191,5.296,8,1,0,0,0,0,5,0.1389,40.42,11.22,0.2157437364900119
Feed companies Suomen Rehu and Raisio do no import GMO feed .,neutral,1945,12,61,4.455,3,0,0,1,0,0,2,0.1667,80.31,4.79,0.15785139944841978
"Financial , strategic and operational factors are considered .",neutral,1946,9,62,7.429,4,0,2,0,0,0,0,0.0,-17.81,17.48,0.1439620252869708
Financial details were not disclosed .,neutral,1947,6,38,6.4,2,0,2,1,0,0,0,0.0,49.48,7.6,0.15505846175586366
Financial details were n't disclosed .,neutral,1948,6,38,7.25,2,0,2,1,0,0,0,0.0,49.48,7.6,0.15505846175586366
Financial terms were not disclosed .,neutral,1949,6,36,6.0,2,0,2,1,0,0,0,0.0,66.4,5.24,0.14225464231141918
Financial terms were n't disclosed .,neutral,1950,6,36,6.75,2,0,2,1,0,0,0,0.0,66.4,5.24,0.14225464231141918
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",neutral,1951,37,203,5.133,6,2,0,0,0,0,8,0.2162,56.78,9.44,0.22298186788784535
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",neutral,1952,34,185,5.308,6,1,0,0,0,0,5,0.1471,31.54,16.06,0.22530593523280662
"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .",neutral,1953,36,191,5.185,6,1,0,0,0,0,7,0.1944,38.28,11.77,0.20590716464172132
Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,neutral,1954,14,86,5.833,5,0,0,0,0,0,3,0.2143,37.46,11.26,0.12631654445562512
"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .",neutral,1955,35,166,4.5,6,1,0,0,0,0,8,0.2286,45.47,13.87,0.21536240931226394
"Finnish publisher Alma Media ( HEL : ALN1V ) said Wednesday it has decided to further extend its EUR1 .85 ( USD2 .75 ) apiece mandatory tender offer for media group Talentum ( HEL : TTM1V ) , which started on 19 August , until 16 November .",neutral,1956,48,240,5.31,9,3,0,0,0,0,10,0.2083,37.15,12.67,0.3088321158815345
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",neutral,1957,25,135,4.905,5,1,0,0,1,0,5,0.2,54.75,11.34,0.21751284613521168
"First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville .",neutral,1958,25,154,5.762,8,0,0,0,0,0,6,0.24,38.38,13.37,0.1783126257826476
"Following the move , Stora Enso holding in NewPage will remain unchanged .",neutral,1959,13,74,5.455,4,1,0,0,0,0,2,0.1538,49.54,9.08,0.13391882438257802
"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",neutral,1960,13,79,5.2,3,0,0,0,0,0,2,0.1538,49.54,9.08,0.09973079019454383
"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",neutral,1961,23,150,6.158,7,0,2,0,1,0,3,0.1304,26.84,14.98,0.21842787607458758
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,neutral,1962,25,146,5.042,6,2,2,0,0,0,1,0.04,66.15,10.0,0.20276424837880144
"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .",neutral,1963,30,146,4.583,6,2,0,0,0,0,3,0.1,63.49,7.63,0.19959609794275493
Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,neutral,1964,21,92,3.75,5,2,0,0,0,0,2,0.0952,84.9,3.65,0.15415109912293778
"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",neutral,1965,31,155,4.259,11,2,0,0,1,0,4,0.129,86.17,3.64,0.25360489574016104
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",neutral,1966,21,134,6.562,5,1,0,0,0,0,2,0.0952,28.77,13.72,0.18100656787293778
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",neutral,1967,29,144,5.0,9,0,0,0,0,0,1,0.0345,20.35,15.64,0.2047903583718446
"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",neutral,1968,29,152,5.273,8,1,0,0,0,0,4,0.1379,26.84,14.98,0.2225771505726993
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .",neutral,1969,26,150,5.667,6,0,0,0,0,0,3,0.1154,30.69,14.44,0.17323521898603658
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",neutral,1970,24,145,5.85,6,1,0,0,0,1,3,0.125,24.38,15.08,0.2006092499937885
"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",neutral,1971,26,137,5.4,4,0,0,0,0,0,3,0.1154,17.34,15.81,0.1678474318599682
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,neutral,1972,21,123,5.1,5,0,0,0,0,0,3,0.1429,34.26,13.45,0.15176394634516
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,neutral,1973,25,123,4.091,5,1,0,0,0,0,5,0.2,69.68,9.5,0.16586354057965613
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",neutral,1974,34,201,6.04,7,1,0,1,1,0,9,0.2647,33.39,15.56,0.3540035180319519
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,neutral,1975,17,96,4.938,5,0,0,0,0,0,3,0.1765,47.83,10.56,0.12833275488844167
Her present position is the director of Stockmann 's international department stores .,neutral,1976,13,86,6.455,5,0,0,0,0,0,1,0.0769,25.46,12.69,0.13213680648727888
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,neutral,1977,18,111,5.471,4,1,0,0,0,0,1,0.0556,25.36,13.95,0.17003018783542037
"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",neutral,1978,22,118,4.667,6,1,0,0,0,0,4,0.1818,79.35,4.8,0.140960711557096
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",neutral,1979,23,119,4.579,6,1,0,0,0,0,4,0.1739,86.71,3.65,0.13665954674766448
hu will offer a further discount of between 25 % and 50 % on selected books .,neutral,1980,17,77,4.5,5,0,0,0,0,0,2,0.1176,71.77,6.73,0.10755367502733056
"If needed , she provides also further information on ferry connections and hotels .",neutral,1981,14,83,5.667,4,1,0,0,0,0,0,0.0,32.5,11.71,0.1501254720731465
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",neutral,1982,22,101,4.353,4,1,0,0,0,0,5,0.2273,71.07,7.82,0.1445247473476943
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',neutral,1983,26,135,4.458,7,2,4,0,0,0,0,0.0,59.1,10.98,0.21642932956295965
Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,neutral,1984,27,158,5.375,7,0,2,0,0,0,3,0.1111,27.38,15.4,0.18679179322575035
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",neutral,1985,27,133,4.842,6,0,2,0,0,0,3,0.1111,49.91,11.76,0.16063327292660504
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",neutral,1986,51,212,5.227,7,0,0,0,0,0,12,0.2353,36.88,16.07,0.236938403771616
"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",neutral,1987,31,178,5.667,5,2,0,0,0,0,4,0.129,30.37,15.98,0.24042547533417813
"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",neutral,1988,32,161,4.481,6,1,2,0,0,0,5,0.1562,40.29,14.84,0.21481104262944742
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",neutral,1989,40,208,4.906,5,2,2,0,0,0,6,0.15,48.04,15.25,0.2539068323270722
"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",neutral,1990,32,168,4.741,8,2,1,0,0,0,6,0.1875,69.59,7.15,0.21368841308884914
"In addition , MIDs are always online and enable full Internet browsing .",neutral,1991,13,72,5.273,3,0,0,0,0,0,0,0.0,41.85,10.15,0.10553591172232162
"In addition , the contract includes modification of the effluent treatment plant at Follum .",neutral,1992,15,92,5.846,5,0,0,0,0,0,1,0.0667,30.95,12.17,0.13319159492397137
"In his current position , Manty has worked since 1996 .",neutral,1993,11,55,4.875,3,0,0,0,0,0,2,0.1818,75.5,4.96,0.07350239064674022
"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",neutral,1994,18,112,5.933,6,0,2,0,0,0,2,0.1111,31.97,12.78,0.14872526662815544
"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",neutral,1995,29,165,5.333,6,1,0,0,0,1,4,0.1379,32.56,14.93,0.20948537039107532
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,neutral,1996,18,92,4.667,4,0,2,0,0,0,2,0.1111,70.14,7.7,0.10834398991875373
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",neutral,1997,38,191,4.371,8,0,2,0,0,0,0,0.0,50.4,14.68,0.2106136290933711
"In this way , the industry 's starting point has been the consumers ' needs .",neutral,1998,16,77,4.75,3,0,0,0,0,0,0,0.0,76.5,5.82,0.08785811173847148
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",neutral,1999,24,127,4.85,7,1,2,0,0,0,1,0.0417,44.52,12.27,0.19177428070960048
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",neutral,2000,27,129,4.524,6,1,2,0,0,0,4,0.1481,62.11,10.31,0.18054429723216062
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",neutral,2001,24,137,5.889,7,1,0,0,0,0,7,0.2917,13.9,16.04,0.21222783973737824
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,neutral,2002,12,78,6.0,5,0,0,0,0,0,2,0.1667,-4.29,16.59,0.1513576761578215
"Includes company and brand share data by category , as well as distribution channel data .",neutral,2003,16,90,5.214,4,0,0,0,0,0,0,0.0,35.51,11.78,0.12660343759317233
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral,2004,20,107,4.867,6,0,0,0,2,0,5,0.25,56.97,9.79,0.21971278075929238
"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral,2005,33,183,5.407,6,1,0,0,1,0,7,0.2121,10.23,18.54,0.2784894785144603
Investment management and investment advisory services are the company 's sole line of business .,neutral,2006,15,97,6.154,4,0,0,0,0,0,0,0.0,23.43,13.47,0.13383428990260385
Investments are not disclosed .,neutral,2007,5,31,6.5,1,0,2,1,0,0,0,0.0,54.73,6.62,0.14139338057170542
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,neutral,2008,15,72,5.333,4,0,0,0,0,0,2,0.1333,62.82,5.86,0.09254739754149273
"ISMS does not disclose its financial results , the daily said .",neutral,2009,12,63,5.0,3,1,0,1,0,0,1,0.0833,61.33,7.19,0.1986500105595309
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",neutral,2010,31,157,4.654,6,1,0,0,0,0,2,0.0645,47.04,13.16,0.20375847479999007
It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,neutral,2011,21,106,4.368,5,1,2,0,0,0,1,0.0476,55.41,10.5,0.16353694981738223
"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) .",neutral,2012,26,127,5.235,6,0,0,0,0,0,5,0.1923,34.26,13.45,0.16786412523603658
It is expected to be online by 2011 .,neutral,2013,9,37,3.429,3,1,2,0,1,0,1,0.1111,82.39,3.76,0.1325604494322699
It 's not .,neutral,2014,4,11,2.5,1,0,0,1,0,0,0,0.0,119.19,-2.62,0.08932518774224807
